duration,pkts_rate,bytes_rate,size_mean,size_std,size_q1,size_q2,size_q3,size_min,size_max,n_pkts,n_bytes,duration^2,duration pkts_rate,duration bytes_rate,duration size_mean,duration size_std,duration size_q1,duration size_q2,duration size_q3,duration size_min,duration size_max,duration n_pkts,duration n_bytes,pkts_rate^2,pkts_rate bytes_rate,pkts_rate size_mean,pkts_rate size_std,pkts_rate size_q1,pkts_rate size_q2,pkts_rate size_q3,pkts_rate size_min,pkts_rate size_max,pkts_rate n_pkts,pkts_rate n_bytes,bytes_rate^2,bytes_rate size_mean,bytes_rate size_std,bytes_rate size_q1,bytes_rate size_q2,bytes_rate size_q3,bytes_rate size_min,bytes_rate size_max,bytes_rate n_pkts,bytes_rate n_bytes,size_mean^2,size_mean size_std,size_mean size_q1,size_mean size_q2,size_mean size_q3,size_mean size_min,size_mean size_max,size_mean n_pkts,size_mean n_bytes,size_std^2,size_std size_q1,size_std size_q2,size_std size_q3,size_std size_min,size_std size_max,size_std n_pkts,size_std n_bytes,size_q1^2,size_q1 size_q2,size_q1 size_q3,size_q1 size_min,size_q1 size_max,size_q1 n_pkts,size_q1 n_bytes,size_q2^2,size_q2 size_q3,size_q2 size_min,size_q2 size_max,size_q2 n_pkts,size_q2 n_bytes,size_q3^2,size_q3 size_min,size_q3 size_max,size_q3 n_pkts,size_q3 n_bytes,size_min^2,size_min size_max,size_min n_pkts,size_min n_bytes,size_max^2,size_max n_pkts,size_max n_bytes,n_pkts^2,n_pkts n_bytes,n_bytes^2
30.076358795166016,0.1329948225196361,11.637046970468157,87.5,21.5,66.0,87.5,109.0,66.0,109.0,4.0,350.0,904.5873583755601,4.0,350.0,2631.6813945770264,646.6417140960693,1985.039680480957,2631.6813945770264,3278.3231086730957,1985.039680480957,3278.3231086730957,120.30543518066406,10526.725578308105,0.017687622817029503,1.5476669964900815,11.637046970468159,2.8593886841721763,8.777658286295983,11.637046970468159,14.496435654640335,8.777658286295983,14.496435654640335,0.5319792900785444,46.548187881872636,135.4208621928821,1018.2416099159637,250.19650986506537,768.0451000508983,1018.2416099159637,1268.4381197810292,768.0451000508983,1268.4381197810292,46.54818788187263,4072.966439663855,7656.25,1881.25,5775.0,7656.25,9537.5,5775.0,9537.5,350.0,30625.0,462.25,1419.0,1881.25,2343.5,1419.0,2343.5,86.0,7525.0,4356.0,5775.0,7194.0,4356.0,7194.0,264.0,23100.0,7656.25,9537.5,5775.0,9537.5,350.0,30625.0,11881.0,7194.0,11881.0,436.0,38150.0,4356.0,7194.0,264.0,23100.0,11881.0,436.0,38150.0,16.0,1400.0,122500.0
30.059563875198364,0.13306912956579295,11.443945142658192,86.0,20.0,66.0,86.0,106.0,66.0,106.0,4.0,344.0,903.5773803671304,4.0,344.0,2585.1224932670593,601.1912775039673,1983.931215763092,2585.1224932670593,3186.3137707710266,1983.931215763092,3186.3137707710266,120.23825550079346,10340.489973068237,0.01770739324339779,1.5228358189322098,11.443945142658194,2.661382591315859,8.782562551342334,11.443945142658194,14.105327733974052,8.782562551342334,14.105327733974052,0.5322765182631718,45.775780570632776,130.96388042817003,984.1792822686045,228.87890285316385,755.3003794154407,984.1792822686045,1213.0581851217685,755.3003794154407,1213.0581851217685,45.77578057063277,3936.717129074418,7396.0,1720.0,5676.0,7396.0,9116.0,5676.0,9116.0,344.0,29584.0,400.0,1320.0,1720.0,2120.0,1320.0,2120.0,80.0,6880.0,4356.0,5676.0,6996.0,4356.0,6996.0,264.0,22704.0,7396.0,9116.0,5676.0,9116.0,344.0,29584.0,11236.0,6996.0,11236.0,424.0,36464.0,4356.0,6996.0,264.0,22704.0,11236.0,424.0,36464.0,16.0,1376.0,118336.0
40.95975995063782,0.12207102790704077,8.056687841864692,66.0,0.0,66.0,66.0,66.0,66.0,66.0,5.0,330.0,1677.7019352138736,5.0,330.00000000000006,2703.344156742096,0.0,2703.344156742096,2703.344156742096,2703.344156742096,2703.344156742096,2703.344156742096,204.7987997531891,13516.72078371048,0.014901335854281527,0.983488166382581,8.056687841864692,0.0,8.056687841864692,8.056687841864692,8.056687841864692,8.056687841864692,8.056687841864692,0.6103551395352038,40.283439209323454,64.91021898125035,531.7413975630697,0.0,531.7413975630697,531.7413975630697,531.7413975630697,531.7413975630697,531.7413975630697,40.28343920932346,2658.7069878153484,4356.0,0.0,4356.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,330.0,21780.0,4356.0,330.0,21780.0,25.0,1650.0,108900.0
40.96202802658081,0.12206426880904024,8.056241741396656,66.0,0.0,66.0,66.0,66.0,66.0,66.0,5.0,330.0,1677.8877400503918,5.0,330.0,2703.4938497543335,0.0,2703.4938497543335,2703.4938497543335,2703.4938497543335,2703.4938497543335,2703.4938497543335,204.81014013290405,13517.469248771667,0.014899685719885635,0.9833792575124519,8.056241741396656,0.0,8.056241741396656,8.056241741396656,8.056241741396656,8.056241741396656,8.056241741396656,0.6103213440452012,40.28120870698328,64.90303099582182,531.7119549321793,0.0,531.7119549321793,531.7119549321793,531.7119549321793,531.7119549321793,531.7119549321793,40.28120870698328,2658.5597746608964,4356.0,0.0,4356.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,4356.0,330.0,21780.0,4356.0,4356.0,330.0,21780.0,4356.0,330.0,21780.0,25.0,1650.0,108900.0
0.057702064514160156,34.66080489215767,2738.203586480456,79.0,13.0,72.5,79.0,85.5,66.0,92.0,2.0,158.0,0.0033295282491963007,2.0,158.0,4.558463096618652,0.750126838684082,4.183399677276611,4.558463096618652,4.933526515960693,3.8083362579345703,5.308589935302734,0.11540412902832031,9.116926193237305,1201.3713957722211,94908.34026600547,2738.203586480456,450.5904635980497,2512.9083546814313,2738.203586480456,2963.498818279481,2287.613122882406,3188.7940500785057,69.32160978431534,5476.407172960912,7497758.881014433,216318.08333195603,35596.64662424593,198519.76001983308,216318.08333195603,234116.406644079,180721.4367077101,251914.72995620198,5476.407172960912,432636.16666391207,6241.0,1027.0,5727.5,6241.0,6754.5,5214.0,7268.0,158.0,12482.0,169.0,942.5,1027.0,1111.5,858.0,1196.0,26.0,2054.0,5256.25,5727.5,6198.75,4785.0,6670.0,145.0,11455.0,6241.0,6754.5,5214.0,7268.0,158.0,12482.0,7310.25,5643.0,7866.0,171.0,13509.0,4356.0,6072.0,132.0,10428.0,8464.0,184.0,14536.0,4.0,316.0,24964.0
0.19865703582763672,65.43941394192225,14462.110481164818,221.0,270.5728964765176,66.0,78.0,130.0,66.0,907.0,13.0,2873.0,0.03946461788382294,12.999999999999998,2873.0,43.903204917907715,53.751209589323,13.111364364624023,15.495248794555664,25.825414657592773,13.111364364624023,180.1819314956665,2.5825414657592773,570.7416639328003,4282.316897062248,946392.034250757,14462.110481164818,17706.131773991714,4319.001320166869,5104.274287469936,8507.123812449892,4319.001320166869,59353.54844532348,850.7123812449893,188007.43625514265,209152639.5694173,3196126.416337425,3913055.1220521685,954499.291756878,1128044.6175308558,1880074.3625514263,954499.291756878,13117134.20641649,188007.43625514265,41549643.41238652,48841.0,59796.61012131039,14586.0,17238.0,28730.0,14586.0,200447.0,2873.0,634933.0,73209.69230769231,17857.811167450163,21104.68592516837,35174.47654194729,17857.811167450163,245409.61710420146,3517.447654194729,777355.9315770351,4356.0,5148.0,8580.0,4356.0,59862.0,858.0,189618.0,6084.0,10140.0,5148.0,70746.0,1014.0,224094.0,16900.0,8580.0,117910.0,1690.0,373490.0,4356.0,59862.0,858.0,189618.0,822649.0,11791.0,2605811.0,169.0,37349.0,8254129.0
0.0008270740509033203,2418.1631594119344,195871.21591236666,81.0,15.0,73.5,81.0,88.5,66.0,96.0,2.0,162.0,6.840514856776281e-07,2.0,162.0,0.06699299812316895,0.012406110763549805,0.06078994274139404,0.06699299812316895,0.07319605350494385,0.05458688735961914,0.07939910888671875,0.0016541481018066406,0.1339859962463379,5847513.065537109,473648558.3085057,195871.2159123667,36272.44739117902,177734.99221677717,195871.2159123667,214007.43960795618,159598.76852118768,232143.6633035457,4836.326318823869,391742.4318247334,38365533222.98896,15865568.488901699,2938068.2386855,14396534.369558949,15865568.488901699,17334602.60824445,12927500.2502162,18803636.7275872,391742.4318247333,31731136.977803398,6561.0,1215.0,5953.5,6561.0,7168.5,5346.0,7776.0,162.0,13122.0,225.0,1102.5,1215.0,1327.5,990.0,1440.0,30.0,2430.0,5402.25,5953.5,6504.75,4851.0,7056.0,147.0,11907.0,6561.0,7168.5,5346.0,7776.0,162.0,13122.0,7832.25,5841.0,8496.0,177.0,14337.0,4356.0,6336.0,132.0,10692.0,9216.0,192.0,15552.0,4.0,324.0,26244.0
0.1940150260925293,77.31359937475268,34043.75492468277,440.3333333333333,602.5744398458629,66.0,74.0,757.5,66.0,1466.0,15.0,6605.0,0.037641830349684824,14.999999999999998,6605.0,85.43128315607706,116.90849566938631,12.804991722106934,14.357111930847168,146.96638226509094,12.804991722106934,284.42602825164795,2.9102253913879395,1281.469247341156,5977.392648279759,2632045.2294591875,34043.75492468276,46587.19883570905,5102.697558733677,5721.206353731699,58565.05152637516,5102.697558733677,113341.73668338744,1159.7039906212904,510656.32387024147,1158977249.3718624,14990600.085168645,20513896.553990558,2246887.8250290626,2519237.864426525,25788144.3554472,2246887.8250290626,49908144.71958494,510656.3238702415,224859001.2775297,193893.44444444444,265333.61167879496,29062.0,32584.666666666664,333552.5,29062.0,645528.6666666666,6605.0,2908401.6666666665,363095.95555555547,39769.91302982695,44590.508548593854,456450.1381832411,39769.91302982695,883374.128814035,9038.616597687944,3980004.1751819244,4356.0,4884.0,49995.0,4356.0,96756.0,990.0,435930.0,5476.0,56055.0,4884.0,108484.0,1110.0,488770.0,573806.25,49995.0,1110495.0,11362.5,5003287.5,4356.0,96756.0,990.0,435930.0,2149156.0,21990.0,9682930.0,225.0,99075.0,43626025.0
40.74543619155884,0.220883633634152,20.19858116454523,91.44444444444444,26.973695462683274,67.0,69.0,120.0,67.0,127.0,9.0,823.0,1660.1905704403928,9.0,822.9999999999999,3725.943776183658,1099.0549873253015,2729.944224834442,2811.43509721756,4889.452342987061,2729.944224834442,5174.670396327972,366.70892572402954,33533.49398565292,0.04878957960742629,4.461536001879092,20.19858116454523,5.958047866338521,14.799203453488184,15.240970720756488,26.50603603609824,14.799203453488184,28.052221471537305,1.987952702707368,181.7872304809071,407.9826810607214,1847.0480331578583,544.8303771107336,1353.3049380245304,1393.702100353621,2423.829739745428,1353.3049380245304,2565.219807897244,181.78723048090708,16623.432298420725,8362.086419753086,2466.5945961987036,6126.777777777777,6309.666666666667,10973.333333333334,6126.777777777777,11613.444444444443,823.0,75258.77777777778,727.5802469135803,1807.2375959997794,1861.184986925146,3236.843455521993,1807.2375959997794,3425.659323760776,242.76325916414947,22199.351365788334,4489.0,4623.0,8040.0,4489.0,8509.0,603.0,55141.0,4761.0,8280.0,4623.0,8763.0,621.0,56787.0,14400.0,8040.0,15240.0,1080.0,98760.0,4489.0,8509.0,603.0,55141.0,16129.0,1143.0,104521.0,81.0,7407.0,677329.0
40.774014949798584,0.1962033910530932,25.727169651836846,131.125,147.36217077323474,75.0,75.0,75.75,75.0,521.0,8.0,1049.0,1662.5202951263984,8.0,1049.0,5346.492710292339,6008.547354142645,3058.051121234894,3058.051121234894,3088.6316324472427,3058.051121234894,21243.261788845062,326.1921195983887,42771.941682338715,0.038495770660733016,5.047757927888616,25.727169651836846,28.912957618653678,14.71525432898199,14.71525432898199,14.86240687227181,14.71525432898199,102.22196673866156,1.5696271284247456,205.81735721469477,661.8872582943948,3373.4751205971065,3791.2115677459633,1929.5377238877634,1929.5377238877634,1948.8331011266412,1929.5377238877634,13403.855388606997,205.81735721469477,26987.800964776852,17193.765625,19322.864642640405,9834.375,9834.375,9932.71875,9834.375,68316.125,1049.0,137550.125,21715.609375,11052.162807992605,11052.162807992605,11162.684436072532,11052.162807992605,76775.6909728553,1178.897366185878,154582.91714112324,5625.0,5625.0,5681.25,5625.0,39075.0,600.0,78675.0,5625.0,5681.25,5625.0,39075.0,600.0,78675.0,5738.0625,5681.25,39465.75,606.0,79461.75,5625.0,39075.0,600.0,78675.0,271441.0,4168.0,546529.0,64.0,8392.0,1100401.0
